CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
2588,Texas,Crosby,.6344,.3521,.0115,.0020,1270,705,23,2,2,.,.,.,.,.,.,.,.,.,.,.,.
2589,Texas,Culberson,.4081,.5702,.0119,.0099,413,577,12,3,7,.,.,.,.,.,.,.,.,.,.,.,.
2590,Texas,Dallam,.7942,.1955,.0063,.0040,1385,341,11,3,4,.,.,.,.,.,.,.,.,.,.,.,.
2591,Texas,Dallas,.5258,.4491,.0190,.0061,322345,275308,11671,910,2729,50,20,.,6,.,.,.,.,.,.,.,.
2592,Texas,Dawson,.6896,.3023,.0035,.0045,3337,1463,17,14,8,.,.,.,.,.,.,.,.,.,.,.,.
2593,Texas,Deaf Smith,.7398,.2488,.0054,.0060,3687,1240,27,21,8,.,.,.,1,.,.,.,.,.,.,.,.
2594,Texas,Delta,.6016,.3821,.0084,.0079,1143,726,16,9,6,.,.,.,.,.,.,.,.,.,.,.,.
2595,Texas,Denton,.6960,.2735,.0234,.0071,102171,40144,3430,261,769,11,2,.,2,.,.,.,.,.,.,.,.
2596,Texas,Dewitt,.7344,.2539,.0086,.0031,4541,1570,53,2,16,1,.,.,.,.,.,.,.,.,.,.,.
2597,Texas,Dickens,.6686,.3224,.0034,.0057,589,284,3,3,2,.,.,.,.,.,.,.,.,.,.,.,.
2598,Texas,Dimmit,.2750,.7136,.0053,.0061,1032,2678,20,4,19,.,.,.,.,.,.,.,.,.,.,.,.
2599,Texas,Donley,.7755,.2094,.0105,.0047,1333,360,18,5,3,.,.,.,.,.,.,.,.,.,.,.,.
2600,Texas,Duval,.2008,.7932,.0044,.0016,1010,3990,22,4,4,.,.,.,.,.,.,.,.,.,.,.,.
2601,Texas,Eastland,.7064,.2766,.0087,.0083,4531,1774,56,25,23,3,2,.,.,.,.,.,.,.,.,.,.
2602,Texas,Ector,.6958,.2865,.0115,.0062,22893,9425,378,95,109,1,.,.,.,.,.,.,.,.,.,.,.
2603,Texas,Edwards,.7076,.2785,.0064,.0075,663,261,6,3,4,.,.,.,.,.,.,.,.,.,.,.,.
2604,Texas,El Paso,.3969,.5781,.0196,.0054,57574,83848,2840,264,512,2,.,.,2,.,.,.,.,.,.,.,.
2605,Texas,Ellis,.6994,.2849,.0101,.0056,26091,10629,377,81,125,3,.,.,1,.,.,.,.,.,.,.,.
2606,Texas,Erath,.7311,.2523,.0116,.0050,8126,2804,129,23,31,1,1,.,.,.,.,.,.,.,.,.,.
2607,Texas,Falls,.5668,.4229,.0058,.0045,3239,2417,33,22,4,.,.,.,.,.,.,.,.,.,.,.,.
2608,Texas,Fannin,.5874,.3967,.0106,.0052,6074,4102,110,34,20,.,.,.,.,.,.,.,.,.,.,.,.
2609,Texas,Fayette,.7093,.2708,.0141,.0059,6658,2542,132,33,19,2,1,.,.,.,.,.,.,.,.,.,.
2610,Texas,Fisher,.5171,.4722,.0059,.0048,968,884,11,4,5,.,.,.,.,.,.,.,.,.,.,.,.
2611,Texas,Floyd,.7562,.2397,.0033,.0008,1830,580,8,1,1,.,.,.,.,.,.,.,.,.,.,.,.
2612,Texas,Foard,.5144,.4730,.0090,.0036,286,263,5,.,2,.,.,.,.,.,.,.,.,.,.,.,.
2613,Texas,Fort Bend,.5956,.3851,.0158,.0034,73567,47569,1953,200,214,5,1,.,.,.,.,.,.,.,.,.,.
2614,Texas,Franklin,.6970,.2932,.0063,.0035,2420,1018,22,4,8,.,.,.,.,.,.,.,.,.,.,.,.
2615,Texas,Freestone,.6395,.3487,.0069,.0048,4247,2316,46,10,20,1,1,.,.,.,.,.,.,.,.,.,.
2616,Texas,Frio,.4297,.5613,.0056,.0034,1774,2317,23,7,7,.,.,.,.,.,.,.,.,.,.,.,.
2617,Texas,Gaines,.7780,.2090,.0066,.0064,2691,723,23,13,9,.,.,.,.,.,.,.,.,.,.,.,.
2618,Texas,Galveston,.5420,.4304,.0231,.0045,50397,40020,2150,154,262,.,.,.,.,.,.,.,.,.,.,.,.
2619,Texas,Garza,.7356,.2565,.0045,.0034,1302,454,8,4,2,.,.,.,.,.,.,.,.,.,.,.,.
2620,Texas,Gillespie,.8161,.1523,.0222,.0094,8096,1511,220,44,49,.,.,.,.,.,.,.,.,.,.,.,.
2621,Texas,Glasscock,.9247,.0683,.0053,.0018,528,39,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2622,Texas,Goliad,.6215,.3635,.0080,.0071,2108,1233,27,13,11,.,.,.,.,.,.,.,.,.,.,.,.
2623,Texas,Gonzales,.6742,.3093,.0119,.0046,4092,1877,72,13,15,.,.,.,.,.,.,.,.,.,.,.,.
2624,Texas,Gray,.8225,.1681,.0049,.0045,6732,1376,40,27,10,.,.,.,.,.,.,.,.,.,.,.,.
2625,Texas,Grayson,.6409,.3417,.0121,.0053,25596,13647,484,82,126,2,2,.,1,.,.,.,.,.,.,.,.
2626,Texas,Gregg,.6957,.2926,.0084,.0033,26739,11244,324,50,74,2,.,.,.,.,.,.,.,.,.,.,.
2627,Texas,Grimes,.6170,.3602,.0144,.0084,4197,2450,98,37,16,4,.,.,.,.,.,.,.,.,.,.,.
2628,Texas,Guadalupe,.7033,.2719,.0178,.0069,21499,8311,545,64,143,5,.,.,.,.,.,.,.,.,.,.,.
2629,Texas,Hale,.7539,.2369,.0049,.0043,6868,2158,45,24,13,2,.,.,.,.,.,.,.,.,.,.,.
2630,Texas,Hall,.6680,.3264,.0041,.0014,966,472,6,1,1,.,.,.,.,.,.,.,.,.,.,.,.
2631,Texas,Hamilton,.7248,.2601,.0080,.0071,2447,878,27,7,14,3,.,.,.,.,.,.,.,.,.,.,.
2632,Texas,Hansford,.8975,.0948,.0057,.0019,1874,198,12,.,4,.,.,.,.,.,.,.,.,.,.,.,.
2633,Texas,Hardeman,.6268,.3635,.0064,.0032,976,566,10,2,3,.,.,.,.,.,.,.,.,.,.,.,.
2634,Texas,Hardin,.6707,.3137,.0104,.0053,11962,5595,185,56,36,2,.,.,.,.,.,.,.,.,.,.,.
2635,Texas,Harris,.5428,.4291,.0236,.0045,529159,418267,22994,1694,2643,40,10,.,15,.,.,.,.,.,.,.,.
2636,Texas,Harrison,.6023,.3865,.0071,.0041,13834,8878,164,48,34,12,.,.,.,.,.,.,.,.,.,.,.
2637,Texas,Hartley,.8099,.1768,.0079,.0054,1645,359,16,7,4,.,.,.,.,.,.,.,.,.,.,.,.
2638,Texas,Haskell,.5084,.4786,.0079,.0051,1488,1401,23,10,5,.,.,.,.,.,.,.,.,.,.,.,.
2639,Texas,Hays,.5878,.3318,.0714,.0090,20170,11387,2451,68,238,.,1,.,2,.,.,.,.,.,.,.,.
2640,Texas,Hemphill,.8161,.1703,.0088,.0047,1203,251,13,4,3,.,.,.,.,.,.,.,.,.,.,.,.
2641,Texas,Henderson,.6480,.3396,.0078,.0045,16607,8704,201,41,70,3,1,.,.,.,.,.,.,.,.,.,.
2642,Texas,Hidalgo,.3790,.6075,.0096,.0039,38301,61390,968,153,238,.,.,.,.,.,.,.,.,.,.,.,.
2643,Texas,Hill,.6571,.3283,.0093,.0053,7054,3524,100,35,22,.,.,.,.,.,.,.,.,.,.,.,.
2644,Texas,Hockley,.7784,.2104,.0061,.0052,5250,1419,41,18,17,.,.,.,.,.,.,.,.,.,.,.,.
2645,Texas,Hood,.7100,.2687,.0137,.0076,12429,4704,239,48,85,.,.,.,.,.,.,.,.,.,.,.,.
2646,Texas,Hopkins,.6486,.3384,.0075,.0055,7076,3692,82,22,34,4,.,.,.,.,.,.,.,.,.,.,.
2647,Texas,Houston,.6445,.3440,.0062,.0053,5308,2833,51,29,11,.,2,.,2,.,.,.,.,.,.,.,.
2648,Texas,Howard,.6984,.2874,.0079,.0064,6668,2744,75,33,28,.,.,.,.,.,.,.,.,.,.,.,.
2649,Texas,Hudspeth,.5575,.4121,.0163,.0141,514,380,15,5,8,.,.,.,.,.,.,.,.,.,.,.,.
2650,Texas,Hunt,.6612,.3211,.0116,.0061,16177,7857,283,46,98,5,.,.,.,.,.,.,.,.,.,.,.
2651,Texas,Hutchinson,.7960,.1921,.0063,.0057,7443,1796,59,27,25,1,.,.,.,.,.,.,.,.,.,.,.
2652,Texas,Irion,.7869,.2043,.0025,.0063,624,162,2,4,1,.,.,.,.,.,.,.,.,.,.,.,.
2653,Texas,Jack,.7085,.2764,.0087,.0064,2107,822,26,6,12,1,.,.,.,.,.,.,.,.,.,.,.
2654,Texas,Jackson,.6930,.2978,.0068,.0025,3365,1446,33,9,2,1,.,.,.,.,.,.,.,.,.,.,.
2655,Texas,Jasper,.6022,.3861,.0074,.0043,7071,4533,87,33,18,.,.,.,.,.,.,.,.,.,.,.,.
2656,Texas,Jeff Davis,.6679,.2670,.0434,.0217,708,283,46,7,14,.,1,.,1,.,.,.,.,.,.,.,.
2657,Texas,Jefferson,.4639,.5225,.0092,.0044,40320,45409,796,184,200,.,.,.,.,.,.,.,.,.,.,.,.
2658,Texas,Jim Hogg,.2888,.7010,.0042,.0060,623,1512,9,8,4,1,.,.,.,.,.,.,.,.,.,.,.
2659,Texas,Jim Wells,.3741,.6170,.0061,.0028,4498,7418,73,14,17,1,.,.,2,.,.,.,.,.,.,.,.
2660,Texas,Johnson,.6766,.3041,.0132,.0060,26202,11778,513,100,122,10,1,.,.,.,.,.,.,.,.,.,.
2661,Texas,Jones,.6746,.3140,.0083,.0031,4080,1899,50,11,8,.,.,.,.,.,.,.,.,.,.,.,.
2662,Texas,Karnes,.6123,.3753,.0058,.0065,2638,1617,25,7,20,1,.,.,.,.,.,.,.,.,.,.,.
2663,Texas,Kaufman,.6630,.3232,.0090,.0048,15290,7455,207,49,62,.,.,.,.,.,.,.,.,.,.,.,.
2664,Texas,Kendall,.7936,.1717,.0258,.0089,8788,1901,286,34,62,2,.,.,.,.,.,.,.,.,.,.,.
2665,Texas,Kenedy,.4649,.5219,.0088,.0044,106,119,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.
2666,Texas,Kent,.6455,.3451,.0000,.0093,346,185,.,2,3,.,.,.,.,.,.,.,.,.,.,.,.
2667,Texas,Kerr,.7612,.2081,.0241,.0066,14637,4002,463,45,76,5,.,.,.,.,.,.,.,.,.,.,.
2668,Texas,Kimble,.7881,.1969,.0090,.0060,1313,328,15,3,6,1,.,.,.,.,.,.,.,.,.,.,.
2669,Texas,King,.8759,.1022,.0000,.0219,120,14,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.
2670,Texas,Kinney,.6454,.3366,.0111,.0069,932,486,16,6,4,.,.,.,.,.,.,.,.,.,.,.,.
2671,Texas,Kleberg,.4923,.4874,.0142,.0061,4526,4481,131,23,27,1,3,.,2,.,.,.,.,.,.,.,.
2672,Texas,Knox,.6009,.3915,.0051,.0025,947,617,8,2,2,.,.,.,.,.,.,.,.,.,.,.,.
2673,Texas,Lamar,.6335,.3599,.0064,.0002,9775,5553,99,.,.,3,.,.,.,.,.,.,.,.,.,.,.
2674,Texas,Lamb,.7505,.2423,.0033,.0039,3451,1114,15,15,3,.,.,.,.,.,.,.,.,.,.,.,.
2675,Texas,Lampasas,.7284,.2525,.0126,.0066,4526,1569,78,17,24,.,.,.,.,.,.,.,.,.,.,.,.
2676,Texas,LaSalle,.3630,.6286,.0025,.0060,731,1266,5,1,11,.,.,.,.,.,.,.,.,.,.,.,.
2677,Texas,Lavaca,.7008,.2877,.0070,.0045,5288,2171,53,24,10,.,.,.,.,.,.,.,.,.,.,.,.
2678,Texas,Lee,.6682,.3130,.0137,.0051,3699,1733,76,12,16,.,.,.,.,.,.,.,.,.,.,.,.
2679,Texas,Leon,.6895,.2992,.0073,.0040,4362,1893,46,11,14,.,.,.,.,.,.,.,.,.,.,.,.
2680,Texas,Liberty,.6205,.3641,.0099,.0054,12458,7311,199,64,45,.,.,.,.,.,.,.,.,.,.,.,.
2681,Texas,Limestone,.5953,.3912,.0081,.0054,4212,2768,57,12,26,.,.,.,.,.,.,.,.,.,.,.,.
2682,Texas,Lipscomb,.8284,.1592,.0070,.0054,1072,206,9,5,2,.,.,.,.,.,.,.,.,.,.,.,.
2683,Texas,Live Oak,.7063,.2782,.0087,.0067,2828,1114,35,12,15,.,.,.,.,.,.,.,.,.,.,.,.
2684,Texas,Llano,.7297,.2484,.0165,.0054,6295,2143,142,18,24,5,.,.,.,.,.,.,.,.,.,.,.
2685,Texas,Loving,.7949,.1859,.0064,.0128,124,29,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.
2686,Texas,Lubbock,.7375,.2430,.0137,.0058,56054,18469,1042,173,263,6,.,.,1,.,.,.,.,.,.,.,.
2687,Texas,Lynn,.7231,.2697,.0034,.0038,1507,562,7,4,3,1,.,.,.,.,.,.,.,.,.,.,.
2688,Texas,McCulloch,.7137,.2719,.0099,.0045,2084,794,29,5,8,.,.,.,.,.,.,.,.,.,.,.,.
2689,Texas,McLennan,.6390,.3411,.0150,.0049,43955,23462,1032,165,166,9,.,.,.,.,.,.,.,.,.,.,.
2690,Texas,McMullen,.8155,.1754,.0091,.0000,358,77,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2691,Texas,Madison,.6439,.3425,.0075,.0061,2333,1241,27,8,10,4,.,.,.,.,.,.,.,.,.,.,.
2692,Texas,Marion,.5188,.4712,.0079,.0020,2039,1852,31,7,1,.,.,.,.,.,.,.,.,.,.,.,.
2693,Texas,Martin,.7799,.2129,.0031,.0041,1520,415,6,5,3,.,.,.,.,.,.,.,.,.,.,.,.
2694,Texas,Mason,.7507,.2315,.0100,.0078,1352,417,18,8,6,.,.,.,.,.,.,.,.,.,.,.,.
2695,Texas,Matagorda,.6087,.3769,.0113,.0031,7584,4696,141,20,18,.,.,.,.,.,.,.,.,.,.,.,.
2696,Texas,Maverick,.3406,.6496,.0057,.0041,3143,5995,53,15,23,.,.,.,.,.,.,.,.,.,.,.,.
2697,Texas,Medina,.6673,.3127,.0133,.0068,8590,4025,171,32,55,.,.,.,.,.,.,.,.,.,.,.,.
2698,Texas,Menard,.6485,.3374,.0091,.0051,642,334,9,3,2,.,.,.,.,.,.,.,.,.,.,.,.
2699,Texas,Midland,.7930,.1896,.0120,.0055,31514,7534,475,107,94,15,.,.,1,.,.,.,.,.,.,.,.
2700,Texas,Milam,.5691,.4147,.0102,.0060,4706,3429,84,24,26,.,.,.,.,.,.,.,.,.,.,.,.
2701,Texas,Mills,.7511,.2368,.0061,.0061,1738,548,14,7,6,1,.,.,.,.,.,.,.,.,.,.,.
2702,Texas,Mitchell,.6636,.3252,.0078,.0035,1708,837,20,4,5,.,.,.,.,.,.,.,.,.,.,.,.
2703,Texas,Montague,.6754,.3078,.0090,.0078,4951,2256,66,21,34,2,.,.,.,.,.,.,.,.,.,.,.
2704,Texas,Montgomery,.7589,.2192,.0172,.0047,80600,23286,1825,223,274,4,1,.,.,.,.,.,.,.,.,.,.
2705,Texas,Moore,.7941,.1966,.0045,.0047,4201,1040,24,16,9,.,.,.,.,.,.,.,.,.,.,.,.
2706,Texas,Morris,.4870,.5021,.0063,.0045,2381,2455,31,15,7,.,.,.,.,.,.,.,.,.,.,.,.
2707,Texas,Motley,.8006,.1838,.0078,.0078,514,118,5,3,2,.,.,.,.,.,.,.,.,.,.,.,.
2708,Texas,Nacogdoches,.6639,.3133,.0195,.0032,13145,6204,387,28,35,.,.,.,.,.,.,.,.,.,.,.,.
2709,Texas,Navarro,.6017,.3863,.0076,.0044,8358,5366,105,33,27,1,.,.,.,.,.,.,.,.,.,.,.
2710,Texas,Newton,.4856,.5016,.0076,.0052,2423,2503,38,14,12,.,.,.,.,.,.,.,.,.,.,.,.
2711,Texas,Nolan,.6282,.3528,.0113,.0077,3337,1874,60,17,24,.,.,.,.,.,.,.,.,.,.,.,.
2712,Texas,Nueces,.5128,.4659,.0162,.0051,49906,45349,1574,186,272,38,.,.,1,.,.,.,.,.,.,.,.
2713,Texas,Ochiltree,.9072,.0847,.0064,.0017,2687,251,19,3,2,.,.,.,.,.,.,.,.,.,.,.,.
2714,Texas,Oldham,.8514,.1395,.0078,.0013,659,108,6,.,1,.,.,.,.,.,.,.,.,.,.,.,.
2715,Texas,Orange,.5842,.4009,.0098,.0051,17325,11887,290,87,64,1,.,.,.,.,.,.,.,.,.,.,.
2716,Texas,Palo Pinto,.6240,.3579,.0094,.0087,5690,3263,86,18,54,7,.,.,.,.,.,.,.,.,.,.,.
2717,Texas,Panola,.6585,.3318,.0055,.0042,5975,3011,50,23,15,.,.,.,.,.,.,.,.,.,.,.,.
2718,Texas,Parker,.7118,.2672,.0146,.0064,23651,8878,485,63,134,8,3,.,3,.,.,.,.,.,.,.,.
2719,Texas,Parmer,.8287,.1629,.0055,.0029,2274,447,15,3,5,.,.,.,.,.,.,.,.,.,.,.,.
2720,Texas,Pecos,.6275,.3577,.0102,.0046,2700,1539,44,8,12,.,.,.,.,.,.,.,.,.,.,.,.
2721,Texas,Polk,.6184,.3621,.0136,.0059,11746,6877,259,47,53,12,.,.,.,.,.,.,.,.,.,.,.
2722,Texas,Potter,.6947,.2854,.0143,.0056,17629,7242,362,73,60,10,.,.,.,.,.,.,.,.,.,.,.
2723,Texas,Presidio,.3517,.6056,.0370,.0057,618,1064,65,3,7,.,.,.,.,.,.,.,.,.,.,.,.
2724,Texas,Rains,.6148,.3675,.0102,.0075,2049,1225,34,13,11,1,.,.,.,.,.,.,.,.,.,.,.
2725,Texas,Randall,.8117,.1725,.0107,.0051,33921,7209,448,105,92,13,2,.,.,.,.,.,.,.,.,.,.
2726,Texas,Reagan,.7641,.2247,.0048,.0064,959,282,6,7,1,.,.,.,.,.,.,.,.,.,.,.,.
2727,Texas,Real,.7691,.2121,.0107,.0081,1146,316,16,4,8,.,.,.,.,.,.,.,.,.,.,.,.
2728,Texas,Red River,.5654,.4266,.0037,.0044,2941,2219,19,10,12,1,.,.,.,.,.,.,.,.,.,.,.
2729,Texas,Reeves,.4008,.5894,.0069,.0028,1273,1872,22,3,6,.,.,.,.,.,.,.,.,.,.,.,.
2730,Texas,Refugio,.5892,.4012,.0075,.0021,1721,1172,22,2,4,.,.,.,.,.,.,.,.,.,.,.,.
2731,Texas,Roberts,.8597,.1311,.0055,.0036,472,72,3,.,2,.,.,.,.,.,.,.,.,.,.,.,.
2732,Texas,Robertson,.4721,.5155,.0064,.0060,3007,3283,41,24,13,1,.,.,.,.,.,.,.,.,.,.,.
2733,Texas,Rockwall,.7742,.2063,.0131,.0064,13666,3642,231,25,84,4,.,.,.,.,.,.,.,.,.,.,.
2734,Texas,Runnels,.7464,.2395,.0077,.0064,3020,969,31,16,10,.,.,.,.,.,.,.,.,.,.,.,.
2735,Texas,Rusk,.6981,.2910,.0067,.0041,11611,4841,112,34,35,.,.,.,.,.,.,.,.,.,.,.,.
2736,Texas,Sabine,.6020,.3818,.0087,.0074,2764,1753,40,16,18,.,.,.,.,.,.,.,.,.,.,.,.
2737,Texas,San Augustine,.5561,.4300,.0089,.0050,2116,1636,34,10,8,.,.,.,1,.,.,.,.,.,.,.,.
2738,Texas,San Jacinto,.5993,.3819,.0134,.0054,4623,2946,103,21,17,4,.,.,.,.,.,.,.,.,.,.,.
2739,Texas,San Patricio,.5668,.4193,.0096,.0043,10599,7840,179,31,45,3,1,.,1,.,.,.,.,.,.,.,.
2740,Texas,San Saba,.7248,.2649,.0051,.0051,1691,618,12,6,6,.,.,.,.,.,.,.,.,.,.,.,.
2741,Texas,Schleicher,.7042,.2882,.0034,.0043,826,338,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2742,Texas,Scurry,.7623,.2240,.0084,.0053,4060,1193,45,14,14,.,.,.,.,.,.,.,.,.,.,.,.
2743,Texas,Shackelford,.7914,.1960,.0067,.0059,1066,264,9,7,1,.,.,.,.,.,.,.,.,.,.,.,.
2744,Texas,Shelby,.6321,.3584,.0061,.0034,5692,3227,55,22,9,.,.,.,.,.,.,.,.,.,.,.,.
2745,Texas,Sherman,.8581,.1238,.0095,.0086,998,144,11,6,4,.,.,.,.,.,.,.,.,.,.,.,.
2746,Texas,Smith,.7146,.2717,.0090,.0047,43320,16470,548,90,191,5,.,.,.,.,.,.,.,.,.,.,.
2747,Texas,Somervell,.7265,.2577,.0127,.0031,2120,752,37,3,6,.,.,.,.,.,.,.,.,.,.,.,.
2748,Texas,Starr,.2258,.7685,.0022,.0034,1911,6505,19,6,20,3,.,.,.,.,.,.,.,.,.,.,.
2749,Texas,Stephens,.7369,.2464,.0097,.0070,2425,811,32,10,13,.,.,.,.,.,.,.,.,.,.,.,.
2750,Texas,Sterling,.7891,.2003,.0046,.0061,520,132,3,1,3,.,.,.,.,.,.,.,.,.,.,.,.
2751,Texas,Stonewall,.6208,.3680,.0088,.0025,496,294,7,.,2,.,.,.,.,.,.,.,.,.,.,.,.
2752,Texas,Sutton,.6903,.3039,.0039,.0019,1063,468,6,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2753,Texas,Swisher,.6445,.3423,.0080,.0052,1612,856,20,11,2,.,.,.,.,.,.,.,.,.,.,.,.
2754,Texas,Tarrant,.6074,.3678,.0186,.0061,286921,173758,8808,877,1959,54,6,.,6,.,.,.,.,.,.,.,.
2755,Texas,Taylor,.7369,.2442,.0137,.0053,31701,10504,589,90,133,3,.,.,.,.,.,.,.,.,.,.,.
2756,Texas,Terrell,.5094,.4591,.0147,.0168,243,219,7,4,4,.,.,.,.,.,.,.,.,.,.,.,.
2757,Texas,Terry,.7178,.2733,.0044,.0044,2910,1108,18,7,11,.,.,.,.,.,.,.,.,.,.,.,.
2758,Texas,Throckmorton,.7221,.2708,.0048,.0024,608,228,4,.,1,.,1,.,.,.,.,.,.,.,.,.,.
2759,Texas,Titus,.6164,.3712,.0080,.0043,4995,3008,65,14,19,1,1,.,.,.,.,.,.,.,.,.,.
2760,Texas,Tom Green,.7143,.2682,.0131,.0044,24733,9288,454,66,85,.,.,.,.,.,.,.,.,.,.,.,.
2761,Texas,Travis,.4688,.4167,.1037,.0108,141235,125526,31243,539,2680,31,8,.,1,.,.,.,.,.,.,.,.
2762,Texas,Trinity,.5839,.4044,.0076,.0042,3093,2142,40,17,5,.,.,.,.,.,.,.,.,.,.,.,.
2763,Texas,Tyler,.5953,.3900,.0091,.0056,4236,2775,65,21,19,.,.,.,.,.,.,.,.,.,.,.,.
2764,Texas,Upshur,.6596,.3264,.0091,.0050,8448,4180,116,37,27,.,.,.,.,.,.,.,.,.,.,.,.
2765,Texas,Upton,.7714,.2090,.0086,.0110,982,266,11,11,3,.,.,.,.,.,.,.,.,.,.,.,.
2766,Texas,Uvalde,.5766,.4081,.0043,.0110,4855,3436,36,16,77,.,.,.,.,.,.,.,.,.,.,.,.
2767,Texas,Val Verde,.5424,.4406,.0112,.0058,6223,5056,129,35,31,.,.,.,.,.,.,.,.,.,.,.,.
2768,Texas,Van Zandt,.6921,.2932,.0079,.0068,12383,5245,141,62,60,.,.,.,.,.,.,.,.,.,.,.,.
2769,Texas,Victoria,.6855,.2983,.0078,.0084,18787,8176,215,48,180,2,.,.,.,.,.,.,.,.,.,.,.
2770,Texas,Walker,.6314,.3439,.0191,.0056,9076,4943,274,38,31,12,.,.,.,.,.,.,.,.,.,.,.
2771,Texas,Waller,.5237,.4647,.0087,.0029,5686,5046,95,18,12,1,.,.,.,.,.,.,.,.,.,.,.
2772,Texas,Ward,.6541,.3242,.0150,.0067,2534,1256,58,17,9,.,.,.,.,.,.,.,.,.,.,.,.
2773,Texas,Washington,.7321,.2537,.0113,.0030,8645,2996,133,14,17,4,.,.,.,.,.,.,.,.,.,.,.
2774,Texas,Webb,.4142,.5739,.0081,.0038,13076,18120,256,52,67,.,.,.,.,.,.,.,.,.,.,.,.
2775,Texas,Wharton,.6297,.3603,.0077,.0022,8455,4838,103,23,7,.,.,.,.,.,.,.,.,.,.,.,.
2776,Texas,Wheeler,.7480,.2424,.0063,.0033,1787,579,15,3,5,.,.,.,.,.,.,.,.,.,.,.,.
2777,Texas,Wichita,.6509,.3303,.0121,.0067,27802,14108,518,89,194,2,.,.,.,.,.,.,.,.,.,.,.
2778,Texas,Wilbarger,.6856,.2963,.0094,.0087,3138,1356,43,18,21,1,.,.,.,.,.,.,.,.,.,.,.
2779,Texas,Willacy,.3534,.6357,.0047,.0061,1789,3218,24,5,23,3,.,.,.,.,.,.,.,.,.,.,.
2780,Texas,Williamson,.6780,.2772,.0363,.0085,65041,26591,3486,171,633,12,.,.,1,.,.,.,.,.,.,.,.
2781,Texas,Wilson,.6419,.3417,.0111,.0053,7509,3997,130,20,42,.,.,.,.,.,.,.,.,.,.,.,.
2782,Texas,Winkler,.7186,.2721,.0024,.0069,1468,556,5,5,9,.,.,.,.,.,.,.,.,.,.,.,.
2783,Texas,Wise,.6863,.2951,.0113,.0073,11234,4830,185,34,84,1,.,.,.,.,.,.,.,.,.,.,.
2784,Texas,Wood,.7066,.2804,.0092,.0038,9810,3893,128,18,35,.,.,.,.,.,.,.,.,.,.,.,.
2785,Texas,Yoakum,.7753,.2154,.0041,.0053,1911,531,10,5,8,.,.,.,.,.,.,.,.,.,.,.,.
2786,Texas,Young,.7222,.2650,.0066,.0062,5022,1843,46,14,29,.,.,.,.,.,.,.,.,.,.,.,.
2787,Texas,Zapata,.3643,.6261,.0042,.0054,953,1638,11,8,6,.,.,.,.,.,.,.,.,.,.,.,.
2788,Texas,Zavala,.2215,.7715,.0041,.0029,751,2616,14,1,9,.,.,.,.,.,.,.,.,.,.,.,.
2789,Utah,Beaver,.7340,.2402,.0169,.0089,1653,541,38,11,2,3,.,3,.,.,.,.,.,.,.,1,.
2790,Utah,Box Elder,.7936,.1650,.0211,.0203,12288,2555,326,190,66,44,.,9,.,.,.,.,.,.,.,5,.
2791,Utah,Cache,.7821,.1560,.0456,.0163,25920,5170,1511,290,121,92,.,24,.,11,.,.,.,.,.,3,.
2792,Utah,Carbon,.5089,.4466,.0288,.0156,3758,3298,213,61,19,27,.,5,.,.,.,.,.,.,.,3,.
2793,Utah,Daggett,.7287,.2391,.0207,.0115,317,104,9,4,1,.,.,.,.,.,.,.,.,.,.,.,.
2794,Utah,Davis,.7327,.2145,.0329,.0199,64375,18845,2891,1000,353,295,.,66,.,17,.,.,.,.,.,13,.
2795,Utah,Duchesne,.7967,.1714,.0167,.0152,3622,779,76,42,12,12,.,2,.,1,.,.,.,.,.,.,.
2796,Utah,Emery,.7374,.2178,.0184,.0264,3243,958,81,84,12,13,.,6,.,.,.,.,.,.,.,1,.
2797,Utah,Garfield,.8735,.0904,.0218,.0142,1719,178,43,12,5,8,.,3,.,.,.,.,.,.,.,.,.
2798,Utah,Grand,.5042,.3204,.1494,.0260,1822,1158,540,39,30,12,.,11,.,1,.,.,.,.,.,1,.
2799,Utah,Iron,.8024,.1421,.0271,.0284,10106,1789,341,206,58,82,.,9,.,2,.,.,.,.,.,1,.
2800,Utah,Juab,.7264,.2223,.0215,.0298,2023,619,60,56,5,21,.,1,.,.,.,.,.,.,.,.,.
2801,Utah,Kane,.8044,.1381,.0364,.0211,2254,387,102,28,14,9,.,8,.,.,.,.,.,.,.,.,.
2802,Utah,Millard,.8063,.1458,.0153,.0327,3850,696,73,101,14,37,.,4,.,.,.,.,.,.,.,.,.
2803,Utah,Morgan,.7770,.1744,.0252,.0233,2464,553,80,49,7,12,.,5,.,1,.,.,.,.,.,.,.
2804,Utah,Piute,.8015,.1703,.0128,.0154,626,133,10,9,1,2,.,.,.,.,.,.,.,.,.,.,.
2805,Utah,Rich,.8151,.1683,.0111,.0055,736,152,10,4,.,.,.,.,.,1,.,.,.,.,.,.,.
