"fips_fixed","clinton","trump","johnson","stein","other","totalvotes","state","jurisdiction"
"04003",0.353353312813867,0.568848209946541,0.0484772395917706,0.0201077271990928,0.00921351044872833,49384,"AZ","Cochise"
"04005",0.554483230663929,0.361190965092402,0.0509582477754962,0.0241957563312799,0.00917180013689254,58440,"AZ","Coconino"
"04007",0.313866977411259,0.635622086769451,0.0359896020078881,0.0095016134815346,0.00501972032986734,22312,"AZ","Gila"
"04009",0.272045492005934,0.661364760178012,0.0409592879512115,0.0095599142904236,0.016070545574419,12134,"AZ","Graham"
"04011",0.33394495412844,0.578593272171254,0.0611620795107034,0.0180428134556575,0.00825688073394495,3270,"AZ","Greenlee"
"04012",0.267993874425727,0.681129828143611,0.0359026714310022,0.0124213033860813,0.00255232261357836,5877,"AZ","LaPaz"
"04013",0.453752441743518,0.482449141371301,0.0432787338180025,0.0125440740353419,0.00797560903183659,1549098,"AZ","Maricopa"
"04015",0.219985884606659,0.734529780959343,0.0332593955586923,0.00932624202858367,0.00289869684672195,79346,"AZ","Mohave"
"04017",0.41506531497453,0.518913602663035,0.0355575730065063,0.017728350229485,0.0127351591264437,39654,"AZ","Navajo"
"04019",0.539508378600349,0.402067153677315,0.0375103861984833,0.014888885686978,0.00602519583687545,416418,"AZ","Pima"
"04021",0.373415254105135,0.567771765403028,0.0390631091427948,0.0115084129929671,0.00824145835607466,128254,"AZ","Pinal"
"04023",0.717750353042304,0.239270583901271,0.0265242217719654,0.0135691041935286,0.00288573709093142,16287,"AZ","SantaCruz"
"04025",0.314521545477041,0.630368694545583,0.0353140796776132,0.0140337233553678,0.00576195694439535,113156,"AZ","Yavapai"
"04027",0.0974779728701826,0.892039331896552,0.00742029031440162,0.00257115238336714,0.000491252535496957,252416,"AZ","Yuma"
"05001",0.312137797810689,0.615904700579524,0.0202833226014166,0.0103026400515132,0.0413715389568577,6212,"AR","Arkansas"
"05003",0.297909192131634,0.660398366942967,0.0192997649387604,0.00420635902511444,0.0181863169615242,8083,"AR","Ashley"
"05005",0.21091773752909,0.742790650612162,0.0228675503389659,0.00708286957401599,0.0163411919457655,19766,"AR","Baxter"
"05007",0.28923613980005,0.628676774353466,0.0399797570850202,0.00980128893662728,0.0323060398248368,96824,"AR","Benton"
"05009",0.181615045621004,0.759419030476072,0.0235243001675874,0.00831729873999131,0.0271243249953448,16111,"AR","Boone"
"05011",0.36052559540104,0.592389816589105,0.0199835751437175,0.00437996167533534,0.0227210511908021,3653,"AR","Bradley"
"05013",0.281621859850154,0.685764654032613,0.0193918025561922,0.00132216835610401,0.0118995152049361,2269,"AR","Calhoun"
"05015",0.310652537646403,0.630786391522588,0.0221230712028258,0.0195203569436698,0.0169176426845138,10758,"AR","Carroll"
"05017",0.562739463601533,0.410919540229885,0.00838122605363985,0.00359195402298851,0.014367816091954,4176,"AR","Chicot"
