Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 095 JAMES CITY COUNTY,0104,104- BERKELEY D,990,110,"1,100",3,3,2,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0201,201 - JAMESTOWN A,"1,047",130,"1,177",6,4,2,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0202,202 - JAMESTOWN B,"3,395",500,"3,895",14,8,3,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0203,203 - JAMESTOWN C,"2,661",255,"2,916",23,12,6,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0204,204 - JAMESTOWN D,"3,528",178,"3,706",21,11,7,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0301,301 - POWHATAN A,"3,712",233,"3,945",16,11,6,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0302,302 - POWHATAN B,"1,265",79,"1,344",3,4,2,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0303,303 - POWHATAN C,"1,425",77,"1,502",4,1,2,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0304,304 - POWHATAN D,"3,432",368,"3,800",21,7,5,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0401,401 - STONEHOUSE A,"3,572",220,"3,792",23,14,1,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0402,402 - STONEHOUSE B,"4,626",285,"4,911",18,5,2,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0403,403 - STONEHOUSE C,"3,116",152,"3,268",14,6,3,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0501,501 - ROBERTS A,"1,796",304,"2,100",13,,1,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0502,502 - ROBERTS B,"3,677",232,"3,909",8,31,26,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0503,503 - ROBERTS C,694,147,841,1,,3,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 095 JAMES CITY COUNTY,0504,504 - ROBERTS D,"3,209",331,"3,540",24,15,4,19,"52,302","4,212","56,514",281,165,94,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 097 KING & QUEEN COUNTY,0101,101 - OWENTON,926,44,970,1,,,5,"4,773",183,"4,956",10,4,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 097 KING & QUEEN COUNTY,0201,201 - CLARKS,991,32,"1,023",1,2,,5,"4,773",183,"4,956",10,4,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 097 KING & QUEEN COUNTY,0301,301 - SHACKLEFORDS,962,46,"1,008",3,,,5,"4,773",183,"4,956",10,4,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 097 KING & QUEEN COUNTY,0401,401 - COURTHOUSE,997,37,"1,034",3,2,,5,"4,773",183,"4,956",10,4,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 097 KING & QUEEN COUNTY,0501,501 - OLDMILL,897,24,921,2,,,5,"4,773",183,"4,956",10,4,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 099 KING GEORGE COUNTY,0101,101 - COURTHOUSE,"2,680",169,"2,849",19,5,2,5,"15,502",928,"16,430",125,20,17,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 099 KING GEORGE COUNTY,0102,102 - PASSAPATANZY,"1,400",61,"1,461",8,2,,5,"15,502",928,"16,430",125,20,17,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 099 KING GEORGE COUNTY,0201,201 - MONROE,"3,964",228,"4,192",32,2,10,5,"15,502",928,"16,430",125,20,17,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 099 KING GEORGE COUNTY,0301,301 - DAHLGREN,"3,582",281,"3,863",41,6,2,5,"15,502",928,"16,430",125,20,17,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 099 KING GEORGE COUNTY,0401,401 - SHILOH,"3,876",189,"4,065",25,5,3,5,"15,502",928,"16,430",125,20,17,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 101 KING WILLIAM COUNTY,0101,101 - WEST POINT,"2,130",108,"2,238",15,,1,6,"11,263",509,"11,772",52,6,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 101 KING WILLIAM COUNTY,0201,201 - SWEET HALL,790,47,837,1,,,6,"11,263",509,"11,772",52,6,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 101 KING WILLIAM COUNTY,0202,202 - COURTHOUSE,"1,472",59,"1,531",8,,1,6,"11,263",509,"11,772",52,6,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 101 KING WILLIAM COUNTY,0301,301 - AYLETT,"2,186",106,"2,292",8,2,1,6,"11,263",509,"11,772",52,6,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 101 KING WILLIAM COUNTY,0401,401 - MANQUIN,"2,289",102,"2,391",10,2,1,6,"11,263",509,"11,772",52,6,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 101 KING WILLIAM COUNTY,0501,501 - MANGOHICK,"2,396",87,"2,483",10,2,2,6,"11,263",509,"11,772",52,6,6,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 103 LANCASTER COUNTY,0101,101 - PRECINCT 1-1,"1,661",63,"1,724",9,3,,6,"8,282",377,"8,659",30,9,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 103 LANCASTER COUNTY,0201,201 - PRECINCT 2-1,"1,554",51,"1,605",5,1,,6,"8,282",377,"8,659",30,9,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 103 LANCASTER COUNTY,0301,301 - PRECINCT 3-1,"1,227",75,"1,302",4,,3,6,"8,282",377,"8,659",30,9,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 103 LANCASTER COUNTY,0302,302 - PRECINCT 3-2,570,20,590,2,1,2,6,"8,282",377,"8,659",30,9,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 103 LANCASTER COUNTY,0401,401 - PRECINCT 4-1,"1,456",100,"1,556",4,,1,6,"8,282",377,"8,659",30,9,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 103 LANCASTER COUNTY,0501,501 - PRECINCT 5-1,"1,814",68,"1,882",6,4,7,6,"8,282",377,"8,659",30,9,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0101,101 - ELYDALE,855,72,927,5,1,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0102,102 - EWING,820,61,881,4,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0103,103 - ROSE HILL,"1,447",130,"1,577",4,1,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0201,201 - BLACKWATER,268,23,291,,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0202,202 - FLATWOODS,"1,087",103,"1,190",4,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0203,203 - JONESVILLE,"1,630",183,"1,813",9,2,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0301,301 - BEN HUR,"1,768",207,"1,975",7,,1,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0302,302 - WOODWAY,"1,080",161,"1,241",1,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0401,401 - STICKLEYVILLE,627,65,692,,1,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0402,402 - JASPER,451,43,494,1,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0403,403 - SEMINARY,565,38,603,3,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0404,404 - DRYDEN,"1,137",164,"1,301",8,,1,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0501,501 - SAINT CHARLES,725,106,831,1,,1,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0502,502 - PENNINGTON,"1,334",170,"1,504",4,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0503,503 - ROBBINS CHAPEL,186,25,211,,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 105 LEE COUNTY,0504,504 - KEOKEE,308,28,336,,,,16,"14,288","1,579","15,867",51,5,3,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0107,107 - LITTLE RIVER,"2,655",152,"2,807",15,23,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0108,108 - MERCER,"2,525",171,"2,696",16,25,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0112,112 - FREEDOM,"1,923",87,"2,010",12,19,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0114,114 - DULLES SOUTH,"2,368",82,"2,450",5,11,,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0117,117 - CARTER,"1,441",182,"1,623",4,9,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0118,118 - MOOREFIELD,"2,447",188,"2,635",8,13,,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0119,119 - ARCOLA,"4,429",266,"4,695",10,29,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0120,120 - LUNSFORD,"2,750",165,"2,915",9,36,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0121,121 - TOWN HALL,"1,714",137,"1,851",9,11,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0122,122 - HUTCHISON FARM,"3,029",183,"3,212",14,24,9,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0123,123 - CARDINAL RIDGE,"1,602",98,"1,700",6,7,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0124,124 - LIBERTY,"1,917",133,"2,050",4,19,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0125,125 - ROCK RIDGE,"2,328",95,"2,423",1,4,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0207,207 - RIVER BEND,"1,731",103,"1,834",8,7,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0208,208 - ALGONKIAN,"1,824",107,"1,931",10,16,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0209,209 - POTOMAC FALLS,"2,593",196,"2,789",4,22,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0210,210 - CASCADES,"3,249",346,"3,595",14,30,10,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0213,213 - COUNTRYSIDE,"1,129",113,"1,242",6,5,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0214,214 - SUGARLAND NORTH,"3,274",174,"3,448",9,23,7,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0215,215 - SUGARLAND SOUTH,"2,892",248,"3,140",10,29,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0216,216 - LOWES ISLAND,"2,480",144,"2,624",9,18,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0217,217 - SOUTH BANK,"2,974",189,"3,163",11,43,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0218,218 - UNIVERSITY CENTER,"2,008",313,"2,321",3,19,7,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0219,219 - GALILEE CHURCH,"2,283",225,"2,508",11,11,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0301,301 - PURCELLVILLE,"3,139",174,"3,313",16,13,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0302,302 - ROUND HILL,"2,566",131,"2,697",9,16,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0303,303 - HILLSBORO,"2,384",139,"2,523",12,11,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0305,305 - PHILOMONT,"1,127",55,"1,182",7,5,7,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0307,307 - MIDDLEBURG,"1,259",117,"1,376",7,4,7,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0308,308 - ST LOUIS,"1,336",68,"1,404",3,9,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0309,309 - ALDIE,972,58,"1,030",2,5,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0310,310 - MOUNTAIN VIEW,"3,062",230,"3,292",9,13,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0311,311 - ROUND HILL ELEMENTARY,"2,481",130,"2,611",8,16,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0312,312 - BRIAR WOODS,"2,634",131,"2,765",9,22,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0313,313 - PINEBROOK,"5,357",91,"5,448",23,17,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0314,314 - LEGACY,"4,444",162,"4,606",12,32,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0315,315 - FIREHOUSE,850,31,881,6,13,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0316,316 - CREIGHTON'S CORNER,"4,010",222,"4,232",16,43,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0318,318 - Madison's Trust,"2,484",111,"2,595",12,13,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0401,401 - WEST LOVETTSVILLE,"3,077",185,"3,262",28,25,3,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0402,402 - WATERFORD,"2,654",136,"2,790",12,23,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0403,403 - LUCKETTS,"3,250",185,"3,435",13,33,11,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0407,407 - HARPER PARK,"1,781",148,"1,929",4,12,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0408,408 - EVERGREEN,"2,339",202,"2,541",8,11,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0409,409 - CLARKES GAP,"2,884",166,"3,050",15,24,13,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0411,411 - EAST LOVETTSVILLE,"2,190",113,"2,303",13,10,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0413,413 - TUSCARORA,150,10,160,1,3,,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0414,414 - RED ROCK,"1,578",97,"1,675",4,6,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0416,416 - HAMILTON,"3,270",192,"3,462",9,23,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0419,419 - J. L. SIMPSON,"2,742",133,"2,875",17,18,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0420,420 - RIVER CREEK,"2,699",229,"2,928",11,32,9,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0421,421 - BETWEEN THE HILLS,358,20,378,1,2,,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0501,501 - WEST LEESBURG,"2,768",184,"2,952",10,20,9,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0502,502 - EAST LEESBURG,"3,199",388,"3,587",12,16,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0503,503 - DRY MILL,"1,416",94,"1,510",3,11,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0504,504 - SMARTS MILL,"2,746",261,"3,007",9,7,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0505,505 - COOL SPRING,"2,902",201,"3,103",11,27,8,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0506,506 - BRANDON PARK,"1,830",247,"2,077",6,3,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0507,507 - GREENWAY,"1,545",137,"1,682",4,13,7,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0508,508 - BALLS BLUFF,"2,784",196,"2,980",12,18,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0509,509 - TOLBERT,"3,092",270,"3,362",6,14,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0510,510 - HERITAGE,"1,769",109,"1,878",11,8,2,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0615,615 - HILLSIDE,"2,618",171,"2,789",10,17,4,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0616,616 - EAGLE RIDGE,"2,671",137,"2,808",2,19,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0617,617 - OAK GROVE,"1,164",90,"1,254",2,6,,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0619,619 - RIDGETOP,"1,449",275,"1,724",7,13,9,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0620,620 - RUSSELL BRANCH,"3,234",253,"3,487",18,30,5,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0621,621 - DOMINION TRAIL,"3,425",234,"3,659",14,26,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0622,622 - FARMWELL STATION,"3,012",244,"3,256",14,26,6,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0623,623 - WELLER,"2,112",57,"2,169",4,9,1,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 107 LOUDOUN COUNTY,0625,625 - MILL RUN,"1,248",53,"1,301",9,7,,93,"223,985","15,709","239,694",814,"1,636",420,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
