Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 013 ARLINGTON COUNTY,0045,045 - BUCKINGHAM,"2,847",370,"3,217",11,65,12,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 013 ARLINGTON COUNTY,0046,046 - CENTRAL,"3,689",719,"4,408",11,66,28,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 013 ARLINGTON COUNTY,0047,047 - FOUR MILE RUN,"2,293",304,"2,597",9,37,12,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 013 ARLINGTON COUNTY,0048,048 - COURTLANDS,"2,625",536,"3,161",12,37,14,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 013 ARLINGTON COUNTY,0049,049 - MONROE,"1,852",320,"2,172",5,37,10,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 013 ARLINGTON COUNTY,0050,050 - CRYSTAL PLAZA,"2,735",737,"3,472",26,38,26,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 013 ARLINGTON COUNTY,0051,051 - TAYLOR,774,79,853,2,9,4,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 013 ARLINGTON COUNTY,0052,052 - GUNSTON,"2,368",472,"2,840",31,42,10,52,"149,708","19,966","169,674",799,"2,470","1,037",133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0101,101 - JOLIVUE,"1,246",88,"1,334",5,3,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0102,102 - STUARTS DRAFT ELEMENTARY,"1,594",151,"1,745",11,3,3,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0103,103 - VERONA,"2,564",194,"2,758",4,4,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0201,201 - CRIMORA,"2,711",222,"2,933",11,2,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0202,202 - NEW HOPE,"1,450",59,"1,509",8,7,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0203,203 - WEYERS CAVE,"2,359",105,"2,464",11,3,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0301,301 - FORT DEFIANCE,"3,683",192,"3,875",13,6,2,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0302,302 - NORTH RIVER,898,41,939,2,3,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0303,303 - MOUNT SOLON,"1,221",50,"1,271",4,1,5,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0304,304 - CHURCHVILLE FIRE STATION,"1,089",38,"1,127",5,2,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0401,401 - BUFFALO GAP,"1,279",73,"1,352",5,2,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0402,402 - CHURCHVILLE ELEMENTARY,"1,206",37,"1,243",9,,2,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0403,403 - CRAIGSVILLE,"1,001",86,"1,087",3,,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0404,404 - DEERFIELD,427,19,446,2,3,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0405,405 - CEDAR GREEN,"1,696",60,"1,756",2,7,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0501,501 - GREENVILLE,"2,036",96,"2,132",2,5,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0502,502 - MIDDLEBROOK,"1,037",37,"1,074",6,3,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0503,503 - SPOTTSWOOD,"1,078",62,"1,140",6,2,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0504,504 - WHITE HILL,"2,480",125,"2,605",13,6,,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0601,601 - SHERANDO,"1,557",84,"1,641",3,3,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0602,602 - RIDGEVIEW,"3,474",162,"3,636",23,6,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0603,603 - LYNDHURST,"2,275",109,"2,384",11,6,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0801,801 - DOOMS,"1,746",94,"1,840",6,4,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0802,802 - FISHERSVILLE,"2,988",160,"3,148",14,8,1,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 015 AUGUSTA COUNTY,0803,803 - WILSON,"2,514",226,"2,740",14,4,3,25,"45,609","2,570","48,179",193,93,26,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 017 BATH COUNTY,0101,101 - WARM SPRINGS,569,44,613,1,,2,7,"3,099",228,"3,327",10,1,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 017 BATH COUNTY,0102,102 - MOUNTAIN GROVE,103,4,107,,,,7,"3,099",228,"3,327",10,1,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 017 BATH COUNTY,0201,201 - HOT SPRINGS,528,75,603,4,,,7,"3,099",228,"3,327",10,1,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 017 BATH COUNTY,0301,301 - FAIRVIEW,471,28,499,2,,2,7,"3,099",228,"3,327",10,1,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 017 BATH COUNTY,0302,302 - BURNSVILLE,166,6,172,,,,7,"3,099",228,"3,327",10,1,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 017 BATH COUNTY,0401,401 - MILLBORO,655,36,691,1,1,3,7,"3,099",228,"3,327",10,1,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 017 BATH COUNTY,0501,501 - HEALING SPRINGS,607,35,642,2,,2,7,"3,099",228,"3,327",10,1,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0101,101 - GOODVIEW ELEM SCHOOL,"2,449",183,"2,632",4,3,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0102,102 - HARDY VOL FIRE CO,978,62,"1,040",5,,1,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0103,103 - CHAMBLISSBURG BAPTIST CHURCH,"1,753",148,"1,901",6,3,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0104,104 - STEWARTSVILLE RESCUE SQUAD,"1,620",115,"1,735",6,,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0201,201 - BEDFORD CHRISTIAN CHURCH,965,63,"1,028",8,,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0202,202 - STAUNTON RIVER HIGH SCHOOL,"1,241",85,"1,326",5,2,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0203,203 - MONETA ELEM SCHOOL,"2,537",200,"2,737",11,4,4,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0204,204 - Quaker BAPTIST CHURCH,791,60,851,4,1,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0205,205 - SAUNDERS VOL FIRE CO,"1,749",131,"1,880",9,6,4,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0301,301 - NEW LONDON ACADEMY,"3,524",170,"3,694",16,11,6,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0302,302 - BEDFORD REGIONAL WATER AUTH,"1,642",95,"1,737",9,4,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0303,303 - BETHESDA UNITED METHODIST CHURCH,978,47,"1,025",4,1,2,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0304,304 - FOREST YOUTH ATHLETIC ASSOC,"1,031",61,"1,092",5,,2,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0305,305 - HUDDLESTON ELEM SCHOOL,888,56,944,4,1,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0401,401 - FOREST ELEMENTARY SCHOOL,"2,318",195,"2,513",15,10,2,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0402,402 - THOMAS JEFFERSON ELEM SCHOOL,"1,557",175,"1,732",10,3,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0403,403 - KNIGHTS OF COLUMBUS BLDG,"2,996",233,"3,229",24,7,7,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0404,404 - ST. PAUL BAPTIST CHURCH,"2,062",106,"2,168",7,3,5,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0502,502 - BIG ISLAND ELEM SCHOOL,641,41,682,2,,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0503,503 - SEDALIA CENTER,807,32,839,4,1,2,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0504,504 - SUCK SPRINGS BAPTIST CHURCH,"1,167",46,"1,213",4,4,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0505,505 - BOONSBORO ELEMENTARY SCHOOL,"2,212",149,"2,361",13,7,4,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0506,506 - BOONSBORO RURITAN CLUB,"3,150",231,"3,381",15,7,3,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0601,601 - MONTVALE ELEM SCHOOL,"1,600",99,"1,699",5,2,2,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0602,602 - SHADY GROVE FIRE DEPARTMENT,"1,852",120,"1,972",6,,2,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0603,603 - THAXTON BAPTIST CHURCH #1,490,42,532,2,,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0604,604 - BEDFORD WELCOME CENTER,"2,626",220,"2,846",9,3,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0701,701 - GOODE VOL RESCUE SQUAD,"2,176",109,"2,285",13,3,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0702,702 - LIBERTY HIGH SCHOOL,"1,206",48,"1,254",3,4,3,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0703,703 - THAXTON BAPTIST CHURCH #2,986,70,"1,056",4,1,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 019 BEDFORD COUNTY,0704,704 - BEDFORD CENTRAL LIBRARY,"2,759",312,"3,071",9,3,,31,"52,751","3,704","56,455",241,94,49,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 021 BLAND COUNTY,0101,101 - BASTIAN,546,50,596,1,,,7,"4,340",307,"4,647",17,1,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 021 BLAND COUNTY,0102,102 - CERES,573,34,607,2,,1,7,"4,340",307,"4,647",17,1,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 021 BLAND COUNTY,0201,201 - DAVIS,200,18,218,,,,7,"4,340",307,"4,647",17,1,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 021 BLAND COUNTY,0202,202 - SEDDON,"1,017",59,"1,076",6,,,7,"4,340",307,"4,647",17,1,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 021 BLAND COUNTY,0301,301 - HOLLYBROOK,526,23,549,3,,,7,"4,340",307,"4,647",17,1,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 021 BLAND COUNTY,0302,302 - MECHANICSBURG,264,17,281,,,,7,"4,340",307,"4,647",17,1,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 021 BLAND COUNTY,0401,401 - ROCKY GAP,"1,214",106,"1,320",5,1,,7,"4,340",307,"4,647",17,1,1,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0101,101 - DALEVILLE,"2,395",157,"2,552",10,11,1,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0102,102 - GREENFIELD,"2,547",103,"2,650",17,1,2,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0201,201 - BLUE RIDGE,"2,416",145,"2,561",16,8,2,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0202,202 - RAINBOW FOREST,"2,397",111,"2,508",6,5,1,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0301,301 - BUCHANAN,"2,197",148,"2,345",5,2,,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0302,302 - MILL CREEK,"2,084",142,"2,226",10,4,,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0403,403 - EAGLE ROCK,"1,448",55,"1,503",,2,1,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0406,406 - FINCASTLE,"2,898",188,"3,086",2,9,,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0501,501 - TROUTVILLE,"1,475",78,"1,553",4,1,,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 023 BOTETOURT COUNTY,0502,502 - CLOVERDALE,"3,140",184,"3,324",10,2,2,10,"22,997","1,311","24,308",80,45,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0101,101 - BRODNAX,532,37,569,,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0102,102 - ROCK STORE,857,57,914,2,,1,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0103,103 - TILLMAN,906,77,983,2,,1,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0201,201 - DROMGOOLE,291,22,313,,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0202,202 - EDGERTON,996,77,"1,073",5,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0203,203 - FITZHUGH,747,50,797,2,1,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0301,301 - ALBERTA,210,25,235,,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0302,302 - DANIELTOWN,907,59,966,5,1,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0303,303 - ELMORE,439,36,475,5,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0304,304 - SEYMOUR,436,41,477,,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0401,401 - STURGEON,"1,573",114,"1,687",6,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0402,402 - KING'S STORE,518,36,554,,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 025 BRUNSWICK COUNTY,0501,501 - TOTARO,"1,853",210,"2,063",11,,,13,"10,265",841,"11,106",38,2,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0102,102 - BLACKEY,687,50,737,1,,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0103,103 - HURLEY,"1,685",151,"1,836",,,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0201,201 - GRASSY,175,12,187,,,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0202,202 - BULL,948,53,"1,001",2,,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0203,203 - ROCKLICK,"1,127",69,"1,196",1,,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0301,301 - SLATE,"1,192",95,"1,287",4,,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0302,302 - NORTH GRUNDY,"1,163",92,"1,255",3,1,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 027 BUCHANAN COUNTY,0403,403 - SOUTH GRUNDY,"1,464",137,"1,601",4,2,,17,"14,909","1,109","16,018",35,5,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
